text_clean,label
ایدور یزرگلو الزیر الرمز,0.0
الحمد نعم لله لأب حفظ الله الأباء والأمهات,2.0
للأسف هذه الحلقات مأخوذة طريق مسلسلات عراقية و افريقيه شاهداناها مرات افريقيه,0.0
أمثالك اكثر,2.0
شنه تفاهة,0.0
أيو شنهي مالو جريمته شنهي,1.0
لاتعلق عل الخليقه يكول ألي,2.0
البيات عادوا لاهي يگطعوله كيشي ذي متين شوي,1.0
الخزو نوع كاع طاري,0.0
الحمد الله علي حال,2.0
هههه نعوذ بالله,0.0
بيهم إيشير عنو مزال لين يكبر ماعندو مشكلة,1.0
مان فيهم ما اندوروهم,0.0
فهمناه ما الموقع,0.0
واد الناقة الا حد يتمولح حد بعيد عنو,0.0
أين,1.0
واجع واجع المشكيل شنه,1.0
حݣ يلالي يذ حݣ,2.0
متعدل يتم يشوف شو الاقل,2.0
مجرد مجرد محاولة عملية تكملة المربع الذهبي,1.0
التضامن التضامن,2.0
السبب عرسان ماشين ألهيه,1.0
صرتك الا مصيوب عنو الحوض شرقي مافيه العيب ما رعاو فروصهم توف,1.0
الحلقة الثانية الحلقة لمساااااااخ,0.0
منين يخوتي,1.0
رجل عاقل وحكيم,2.0
وليدن انت ناطح ناطح,0.0
مكل مكل احترامك,0.0
السنغال السنغال جابرة نفطه الا اسلاليخ,0.0
حمود انگص انگص,0.0
عادي,1.0
نسأل الله السلامة والعافية,2.0
يا كرشي,1.0
كوما لاهي إشوف هاذ ونتوم گاطعين لنترنت عنهم,0.0
ماه ابصيفتو ذيك حد يسمع الفيديو,2.0
ذي اوحده ماكنت نعرفه فيه,0.0
ذوك لخلطه عادو,0.0
هي مشكلة الأمطار أنواكشوط ماه الحڭه يقبظوله التدابير يامعالى الوزير,1.0
فاهم فاهم بني مدخنه,2.0
ذا ذا ياسر الجوقه,0.0
يالتهم فيماتهم عنو ماه كد يعرف يوضعهم خيرمنهم بقرة بارك الهيه,0.0
مرشحنا,2.0
اصل الصحة حتت,2.0
شكرا العم العم حمده,2.0
النتخابات ماه شفافه ابدا وأطالب الجمهور بالتصويت لي شخصيا,0.0
حاسب نفسك حساب الآخرين الخلق واترك للخالق,1.0
أمننا فوق أمننا الجميع لا للتخريب والعنف,2.0
لايك لايك,2.0
حگ ماه حگ عندو,0.0
الناس وأبنايق أطبايق,1.0
الله ويحفظك امثالك يكثر,2.0
ألفات أعليه التلفات,2.0
ولله ال صحة حااات رب ارحمهما كما ربياني كما صغير,2.0
كجك اصل محسدك جاحد راسو ماه,2.0
خرصولى ذا خرصولى الرقم,1.0
أدت و قامت بما ندبها الشرع الإسلامي إليه,2.0
كلام الصميم الحقيقة مركب إنها وغير بعينها,2.0
الرجالة فاغمادها,2.0
المدون بيك اسكي,2.0
اصه عاد أجنون أجنون,0.0
أنا بع اعرفت صوتي لمن,1.0
تماشي انت ازرياطك مايوفه مايوفه,0.0
طشه بنكيلي اخبار,0.0
بلا فايدة,0.0
يخله,0.0
النتائج النتائج موجودة هذا الرابط لم يجدها عليه تحديث الصفحة فقط,1.0
جمهورية تفرغ زينة هذي عالم اصكوك اشايفين اعليه,1.0
ناجح,2.0
اوحر واش,1.0
ماعندهم ش اجديد,0.0
كرمي منهي وزيرة رئيسة مصلحة ولل سفيرة,1.0
اصل عند وزراء موريتانيا الكلهم مهم ماهم الا كومسيوه,0.0
ينبغي عليك فهذا هو خطكم تماما العمل علي تشويه الوطن واحتقاره وتفضيل الغير عليه فقط هي اشجع منكم انتم تسيؤون إليه وراء المحيطات وهي داخله,2.0
هههه هذا شنهو عايد,1.0
والله الصحه اله,2.0
ماشاء الله ابارك فيك,2.0
سوق واد الناقة ومريصة لحموم ولماذا ما اتكول مثلا سوق كوناكري ولل اعوينات أزبل الا ذا باط,0.0
سبب الفشال اوتوف,0.0
ألله إكون افعونوه,2.0
واد الناكه كط سمعت حد شاري منو الحيوان يكون لعاد أزرك كيفتك واد انت,0.0
واد الناقة لم تقل سوق كوناكري,1.0
الله يعطيه فالبرور فالبرور,2.0
اخروجو باك ذي,1.0
يوكيي حتت ذا طبيعي الحمدلله كاع,2.0
يجب وقف جميع المشاركين القضيه,2.0
وني حته,2.0
صعيب,0.0
حامي امنادم,1.0
يتواجھلكم دور انت فأمريكا,1.0
يطيرهم,0.0
يوضع وزير الداخلية,0.0
أمرابط ھو,1.0
مافم ش عميق الطاولة لاهي ال شنه تمتسح,1.0
راجل متعدل وقظف ومكافح يالا الدولة تعدلو ماه ذا قطعا,2.0
هذي قصه يقتدي تفتخر و أب بيها به موريتانيا,2.0
لعصابة عاشت,2.0
هاذ بعدني مافهمت إلين تشرى بصيرو سنكون يغيرهذى بكرو نعرف بصيرو وسنكوكانوامن المعارضة فى السينغال وأصبحواعلى هرم السلطه فى السينغال عدل المقاربة ما افهمته ؤتوف,1.0
راجل متعدل الدولة ومكافح يالا وقظف تعدلو ماه ذا قطعا,2.0
استاخيره فيها خير,2.0
ش مارين,0.0
ماتلين ڭابلينها ڭابلينها,0.0
انت مريض العافية العافية,0.0
يعدلوهالهم عرفات يالل اهل,1.0
ولد الغزواني لايفتركم خالك إدور يكبظه الفوك المعارضة خالكه,2.0
هذا خطأ يواجعة يواجعة,0.0
واخيرت اكبير امثالك يحفظك وإيكثر الله,2.0
حك بع,2.0
تحي لي هاذ الأب,2.0
شرتات سبت,1.0
تيرس كم نسبة النجاح فيه النجاح,1.0
هاذ إياك ماه لاهي تمشي فلمراجن,0.0
ذو احريفات الطلبة يجنن مافايت هو راسو,0.0
الكش ما لابد منو,0.0
مايگد مايگد ينفتح,0.0
واجعة واجعه,1.0
ظلم هاذ ظلم نعوذ بالله,0.0
اختطاف الهاتف,1.0
مباشر الغير القصف,0.0
ثرها ثرها خاطت,1.0
ذي السطرة الين افلان اگولها عرفو ماطاري اكبير,1.0
اصل صحة حتتت,2.0
آخر ولماذا تقول انت سوق واد الناقة ما ترصف أعل سوق آخر ماهو واد الناقة,1.0
دور اعينو الرئيس السابق اگريب,1.0
مسكين هو جايبه ام ذيك,2.0
اخروجو ذي باك,1.0
يجبر طعمه ال,2.0
وجتلك وجتلك,1.0
مايطول,0.0
خالين,0.0
هههه نحن حجاج عدن ش لا نوسع لخلاك توف,2.0
ماشاء ابارك الله فيك,2.0
نتائج نتائج كونكور قلبني نجبرهم مشولي الرابط,1.0
شمعجلكم,0.0
شاب طيب,2.0
صعيب صعيب,0.0
الله إطول عمرك انشاء الله,2.0
فيهم وحدة ما ما خاسر عليها,2.0
الله يرحم بطل يا ايامك,0.0
يخي أفيسد انت,0.0
صالح,2.0
يعملو هو حر فراصو,2.0
لبروفيسور ماهو اهل الكفس,2.0
ماعند معنى والناس ماه اتم كاعد فنواكشوط فات اعليه الزمن ماكبظت الراحه,0.0
سوق عدل بكرو سوق زين اشبه سوق اسطنبول,2.0
صالح للي البروفسير عدل البروفسير,2.0
كاع حتتته ياسر,2.0
طايراته خاسرين وشبه كلتهم والشركة ماه مسؤولة او لا تخدم الوطن اشبه يكفلوه يكفين لفظاحة,0.0
رجل الأعمال الطيب بارك الله فيه,2.0
يعني لي مخرف فألاك,1.0
دحسه,0.0
صحيح ليس التعبير,0.0
وجتلك خاظو بريفه نتائج,1.0
ياسر حتتته كاع,2.0
مافيهم مافيهم خير كاملين,2.0
مافيه مافيه,1.0
فظمة إيرا وفظميتن فيك نت,0.0
ورخست,0.0
أشبه فيه يعرف اهل موريتانيا,2.0
عاد الفوكـ,1.0
ابروفسير ماطاريلو,2.0
ھو ھو أمرابط,1.0
إريح منكم منكم,0.0
الرابعة امنين هاذ هو التعدد المسموع بيه,0.0
بدميتها,1.0
لا لاه إجيك واحد ثاني ويكولك واد الناقة ويكولك ويجيك واحد ويكولك بتلميت ولاش آلاك ولاش ولاش,1.0
اياك ماهو مجلج اعل معالي الوزيرة عنها ما دعمت,0.0
الحمد الله علي حال,2.0
كوما لاهي إشوف هاذ ونتوم گاطعين عنهم لنترنت,0.0
وتم انت هون واحل فيه لا دفاع فلان إحشمكم لثنين,0.0
مستخسر فيه وصف صحفي مستخسر,0.0
حك حك,2.0
ايجازيك الله بالإحسان,2.0
ما شاء الله قلوبكم عامرة يغير اتقاو الله حقوق المخالق,2.0
وخيرت بذي السيده الله يتقبل منها ويمتعها بالصحه,2.0
هنيئا اختيار النساء النساء مبروك,2.0
زين,2.0
ينسخ ينسخ الويل,1.0
المقصد هذه التغريدة لا مجال إلا للفوز و لا شيء أخر و ذه مايكبرو حد كدو,1.0
ذوك واعدين كوناكري,0.0
الرئيس سوماري نبض التغيير نبض,2.0
تحي لي هاذ تحي الأب,2.0
نحن وتوف,0.0
دحسونا,0.0
اعرفن اص لي فاكع الصيدة لاغايرة اص,0.0
هي اجديده ماهى,1.0
ولد محم اهرو اجبر تعيين,1.0
امالو,1.0
دوله زينه تفرغ اوحده,1.0
مديورين جديد وخيرت حڭ,2.0
حمود انگص,0.0
الطاولة تمسح مسحا,2.0
ماهو جواق هو جدي,0.0
الصرك الصرك,0.0
احسنت والله احسنت,2.0
خير فيه,2.0
الطاويله الطاويله ممسحوحه,0.0
صابلو هومات عادو الشعب و اللعبة الديمقراطية الحكم فيها للاغلبية,2.0
مسيكنين الفشلة و المنافقين للي عندنا,0.0
الشرطة مربين يويلهم,2.0
حد حاصل اعل باك ذي السنة اكد يشارك ولل,1.0
افذاك ايزيد الله العمل ان شاء الله,2.0
الرابط وينهو,1.0
لا كلها تعدل فضيحة وتكول نسرگت تلفوني,0.0
وما ذنب إعرابية,1.0
مسابقة المعهد العالي مسابقة,1.0
اح صرت اي الا ضامن الفوز وراسو بارد باط خبارو توتر ذا راجل عندو مدراء الحملة و الامكانيات الي ماهم عند اي مترشح ذا لاهي يوترو شنه,2.0
الا النعمة,1.0
النصر,2.0
اختطاف الهاتف,1.0
أختيار,2.0
العاطي مولان,2.0
حك,2.0
حگ والل لا انت مستحفي,1.0
ياربي اخليهالو واخليه الها اصل صابلها ذا الخلق الا سم,2.0
راهو خاظ كونكور,1.0
يوكي,2.0
شخصية مفعمة بالانسانية و النبل رجل وقور و شهم,2.0
خليتون,0.0
گعدو,1.0
ردونا الإنترنت نسلم اعل أهلنا,1.0
مرسول مشولهم,2.0
يعطيك العافية يعطيك,2.0
بوي ول يوكي,2.0
لعاد ما نشريهم هاذو اعليهم تخفيض,0.0
أفضل كاع أفضل,2.0
جواڭة ول شنه,0.0
يوكي يوكي يخي,2.0
الحجر طاحت اعليه ينعطب ول طاح اعليه ينعطب,1.0
يعطيهم فرق,0.0
كلام جميل,2.0
مساكين جماعة تاج رؤوسهن,2.0
الخير مافم ش الخير,0.0
مخمر مخمر تلفونها,0.0
لا رفث فسوق الحج,2.0
دول الجوار انتظار سيحكم موريتانيا لفتح الملفات وخاصة الجدد للسينغال واذا فرض نجاح غزواني ستضيع حقوق كثيرة نسأل الله الخير لهذا,2.0
أسكي الزعيم,2.0
شفيه ملي,1.0
شكرا,2.0
تبر افشك و,0.0
ادحس ادحس,0.0
لي بيهم لي وخيرت بيهم,2.0
اگملهم اگملهم اخلصهم جانكيسخان قطعن,1.0
عاقل اكبظ الا الشبيبات,2.0
الله اكثر امثالك,2.0
أنا شاك عنو خير يستقال ويحافظ كرامة وملصحة البلد الناس كاملة اتعيط,1.0
بالكم للكتابة,1.0
والله ال تحية اكبيرة حتتت واجازيك ابلحسان اعل تربيتك الطيبة,2.0
